,date,rainfall
207,2020-06-25,0.0
208,2020-06-26,0.2
209,2020-06-27,4.6
210,2020-06-28,1.5
211,2020-06-29,0.0
212,2020-06-30,0.2
213,2020-07-01,0.8
214,2020-07-02,2.5
215,2020-07-03,1.8
216,2020-07-04,0.6000000000000001
217,2020-07-05,0.30000000000000004
218,2020-07-06,0.1
219,2020-07-07,2.0
220,2020-07-08,5.6
221,2020-07-09,1.6
222,2020-07-10,0.3
223,2020-07-11,0.0
224,2020-07-12,0.0
225,2020-07-13,0.9000000000000001
226,2020-07-14,0.30000000000000004
227,2020-07-15,0.1
228,2020-07-16,0.0
229,2020-07-17,0.1
230,2020-07-18,0.1
231,2020-07-19,1.3
232,2020-07-20,0.0
233,2020-07-21,0.0
234,2020-07-22,0.0
235,2020-07-23,0.0
236,2020-07-24,0.5
237,2020-07-25,8.5
238,2020-07-26,1.5000000000000002
239,2020-07-27,2.8
240,2020-07-28,0.1
241,2020-07-29,0.0
242,2020-07-30,0.0
243,2020-07-31,0.0
244,2020-08-01,0.2
245,2020-08-02,0.2
246,2020-08-03,0.0
247,2020-08-04,0.1
248,2020-08-05,0.4
249,2020-08-06,0.5
250,2020-08-07,0.0
251,2020-08-08,0.0
252,2020-08-09,0.4
253,2020-08-10,0.5
254,2020-08-11,0.1
255,2020-08-12,4.0
256,2020-08-13,4.1
257,2020-08-14,0.7
258,2020-08-15,2.9
259,2020-08-16,0.0
260,2020-08-17,9.5
261,2020-08-18,8.2
262,2020-08-19,12.600000000000001
263,2020-08-20,0.0
264,2020-08-21,0.1
265,2020-08-22,0.1
266,2020-08-23,0.1
267,2020-08-24,6.8
268,2020-08-25,11.4
269,2020-08-26,0.0
270,2020-08-27,10.3
271,2020-08-28,4.5
272,2020-08-29,0.7
273,2020-08-30,0.0
274,2020-08-31,0.0
275,2020-09-01,0.0
276,2020-09-02,0.30000000000000004
277,2020-09-03,1.6
278,2020-09-04,0.5
279,2020-09-05,0.0
280,2020-09-06,0.0
281,2020-09-07,0.0
282,2020-09-08,0.0
283,2020-09-09,0.0
284,2020-09-10,0.0
285,2020-09-11,0.0
286,2020-09-12,0.0
287,2020-09-13,0.0
288,2020-09-14,0.0
289,2020-09-15,0.0
290,2020-09-16,0.0
291,2020-09-17,0.0
292,2020-09-18,0.0
293,2020-09-19,0.1
294,2020-09-20,0.0
295,2020-09-21,0.0
296,2020-09-22,0.0
297,2020-09-23,6.8999999999999995
298,2020-09-24,3.7
299,2020-09-25,0.30000000000000004
300,2020-09-26,0.0
301,2020-09-27,0.0
302,2020-09-28,0.2
303,2020-09-29,2.2
304,2020-09-30,3.1999999999999997
305,2020-10-01,3.1
306,2020-10-02,19.900000000000002
307,2020-10-03,42.300000000000004
308,2020-10-04,20.200000000000003
309,2020-10-05,0.3
310,2020-10-06,2.9
311,2020-10-07,2.5
312,2020-10-08,1.3
313,2020-10-09,0.7999999999999999
314,2020-10-10,0.2
315,2020-10-11,0.0
316,2020-10-12,3.4
317,2020-10-13,0.5
318,2020-10-14,2.1
319,2020-10-15,0.1
320,2020-10-16,0.0
321,2020-10-17,0.0
322,2020-10-18,0.0
323,2020-10-19,0.0
324,2020-10-20,1.1
325,2020-10-21,16.3
326,2020-10-22,0.0
327,2020-10-23,0.0
328,2020-10-24,24.0
329,2020-10-25,2.4
330,2020-10-26,0.0
331,2020-10-27,1.5000000000000002
332,2020-10-28,3.1
333,2020-10-29,3.9000000000000004
334,2020-10-30,0.1
335,2020-10-31,8.9
336,2020-11-01,0.1
337,2020-11-02,0.30000000000000004
338,2020-11-03,4.8
339,2020-11-04,0.0
340,2020-11-05,0.0
341,2020-11-06,0.0
342,2020-11-07,0.0
343,2020-11-08,3.1
344,2020-11-09,3.5000000000000004
345,2020-11-10,3.4999999999999996
346,2020-11-11,3.5999999999999996
347,2020-11-12,0.0
348,2020-11-13,0.6000000000000001
349,2020-11-14,13.1
350,2020-11-15,6.9
351,2020-11-16,0.30000000000000004
352,2020-11-17,0.1
353,2020-11-18,0.3
354,2020-11-19,0.4
355,2020-11-20,1.1
356,2020-11-21,0.0
357,2020-11-22,0.5
358,2020-11-23,0.0
359,2020-11-24,0.0
360,2020-11-25,0.30000000000000004
361,2020-11-26,0.0
362,2020-11-27,0.0
363,2020-11-28,0.0
364,2020-11-29,0.0
365,2020-11-30,0.1
366,2020-12-01,0.0
367,2020-12-02,0.30000000000000004
368,2020-12-03,13.4
369,2020-12-04,0.30000000000000004
370,2020-12-05,0.0
371,2020-12-06,0.0
372,2020-12-07,0.8
373,2020-12-08,0.9
374,2020-12-09,0.2
375,2020-12-10,1.2
376,2020-12-11,5.4
377,2020-12-12,0.2
378,2020-12-13,4.1
379,2020-12-14,5.4
380,2020-12-15,0.0
381,2020-12-16,4.3
382,2020-12-17,0.0
383,2020-12-18,0.5
384,2020-12-19,5.7
385,2020-12-20,1.2
386,2020-12-21,5.0
387,2020-12-22,0.7
388,2020-12-23,5.9
389,2020-12-24,0.30000000000000004
390,2020-12-25,0.0
391,2020-12-26,0.6000000000000001
392,2020-12-27,12.0
393,2020-12-28,0.30000000000000004
394,2020-12-29,0.0
395,2020-12-30,0.0
396,2020-12-31,0.0
397,2021-01-01,0.6000000000000001
398,2021-01-02,0.1
399,2021-01-03,0.0
400,2021-01-04,0.0
401,2021-01-05,0.0
402,2021-01-06,0.0
403,2021-01-07,0.0
404,2021-01-08,0.1
405,2021-01-09,0.0
406,2021-01-10,0.0
407,2021-01-11,1.2000000000000002
408,2021-01-12,4.2
409,2021-01-13,2.0
410,2021-01-14,10.0
411,2021-01-15,0.0
412,2021-01-16,6.699999999999999
413,2021-01-17,0.0
414,2021-01-18,0.1
415,2021-01-19,2.0
416,2021-01-20,6.6
417,2021-01-21,0.0
418,2021-01-22,2.3
419,2021-01-23,0.0
420,2021-01-24,5.5
421,2021-01-25,0.0
422,2021-01-26,0.9000000000000001
423,2021-01-27,7.4
424,2021-01-28,19.6
425,2021-01-29,6.4
426,2021-01-30,12.5
427,2021-01-31,1.3
428,2021-02-01,0.1
429,2021-02-02,5.0
430,2021-02-03,0.1
431,2021-02-04,6.9
432,2021-02-05,4.5
433,2021-02-06,5.4
434,2021-02-07,0.4
435,2021-02-08,0.0
436,2021-02-09,0.30000000000000004
437,2021-02-10,0.0
438,2021-02-11,0.0
439,2021-02-12,0.0
440,2021-02-13,0.0
441,2021-02-14,0.9
442,2021-02-15,1.7000000000000002
443,2021-02-16,2.8
444,2021-02-17,3.3000000000000003
445,2021-02-18,1.2000000000000002
446,2021-02-19,0.0
447,2021-02-20,0.0
448,2021-02-21,0.1
449,2021-02-22,0.8
450,2021-02-23,0.0
451,2021-02-24,0.0
452,2021-02-25,0.0
453,2021-02-26,0.0
454,2021-02-27,0.0
455,2021-02-28,0.0
456,2021-03-01,0.0
457,2021-03-02,0.0
458,2021-03-03,4.5
459,2021-03-04,3.1
460,2021-03-05,0.0
461,2021-03-06,0.0
462,2021-03-07,0.0
463,2021-03-08,0.0
464,2021-03-09,0.0
465,2021-03-10,3.4
466,2021-03-11,3.0
467,2021-03-12,3.1
468,2021-03-13,2.8999999999999995
469,2021-03-14,0.5
470,2021-03-15,0.0
471,2021-03-16,0.2
472,2021-03-17,0.5
473,2021-03-18,0.0
474,2021-03-19,0.0
475,2021-03-20,0.0
476,2021-03-21,0.0
477,2021-03-22,0.0
478,2021-03-23,0.0
479,2021-03-24,0.0
480,2021-03-25,0.0
481,2021-03-26,3.3
482,2021-03-27,0.0
483,2021-03-28,0.0
484,2021-03-29,0.0
485,2021-03-30,0.0
486,2021-03-31,0.0
487,2021-04-01,0.0
488,2021-04-01,0.0
489,2021-04-02,0.0
490,2021-04-03,0.0
491,2021-04-04,0.0
492,2021-04-05,0.0
0,2021-04-06,0.0
1,2021-04-07,0.0
2,2021-04-08,0.0
0,2021-04-09,0.0
1,2021-04-10,0.0
3,2021-04-11,0.0
4,2021-04-12,1.3000000000000003
5,2021-04-13,0.0
0,2021-04-14,0.0
1,2021-04-15,0.0
2,2021-04-16,0.0
3,2021-04-17,0.0
4,2021-04-18,0.0
5,2021-04-19,0.0
0,2021-04-20,0.0
1,2021-04-21,0.0
2,2021-04-22,0.0
3,2021-04-23,0.0
4,2021-04-24,0.0
5,2021-04-25,0.0
0,2021-04-26,0.0
1,2021-04-27,0.0
2,2021-04-28,7.2
0,2021-04-29,0.0
1,2021-04-30,0.0
2,2021-05-01,0.4
0,2021-05-02,0.0
1,2021-05-03,7.200000000000001
2,2021-05-04,0.7
0,2021-05-05,1.9999999999999998
0,2021-05-06,0.0
1,2021-05-07,0.0
2,2021-05-08,10.100000000000001
0,2021-05-09,0.4
1,2021-05-10,0.30000000000000004
0,2021-05-11,0.0
1,2021-05-12,2.5999999999999996
2,2021-05-13,2.0
3,2021-05-14,1.0
4,2021-05-15,1.6
5,2021-05-16,11.0
0,2021-05-17,4.4
1,2021-05-18,3.8000000000000003
0,2021-05-19,1.9000000000000004
1,2021-05-20,0.4
2,2021-05-21,1.7999999999999998
3,2021-05-22,2.5000000000000004
4,2021-05-23,10.0
5,2021-05-24,5.1000000000000005
6,2021-05-25,0.1
7,2021-05-26,0.0
8,2021-05-27,0.0
0,2021-05-28,0.8999999999999999
1,2021-05-29,0.0
2,2021-05-30,0.0
3,2021-05-31,0.0
0,2021-06-01,0.0
0,2021-06-02,0.7999999999999999
1,2021-06-03,0.0
2,2021-06-04,7.7
3,2021-06-05,0.0
4,2021-06-06,0.0
0,2021-06-07,0.0
1,2021-06-08,0.0
2,2021-06-09,0.0
0,2021-06-10,0.0
1,2021-06-11,0.0
2,2021-06-12,0.0
3,2021-06-13,0.0
4,2021-06-14,0.0
5,2021-06-15,0.0
6,2021-06-16,2.0
7,2021-06-17,1.4
8,2021-06-18,40.8
9,2021-06-19,0.30000000000000004
0,2021-06-20,0.4
1,2021-06-21,3.9
2,2021-06-22,0.0
3,2021-06-23,0.0
4,2021-06-24,0.0
5,2021-06-25,0.2
6,2021-06-26,0.0
7,2021-06-27,38.80000000000001
8,2021-06-28,2.3000000000000003
9,2021-06-29,4.5
10,2021-06-30,0.0
11,2021-07-01,0.0
12,2021-07-02,0.0
13,2021-07-03,0.2
14,2021-07-04,5.8
15,2021-07-05,10.1
0,2021-07-06,17.0
1,2021-07-07,0.0
2,2021-07-08,2.0
3,2021-07-09,0.0
4,2021-07-10,0.9
5,2021-07-11,3.7
6,2021-07-12,1.8000000000000003
7,2021-07-13,0.0
8,2021-07-14,0.0
9,2021-07-15,0.0
10,2021-07-16,0.0
11,2021-07-17,0.0
12,2021-07-18,0.0
13,2021-07-19,0.0
14,2021-07-20,0.0
15,2021-07-21,0.0
16,2021-07-22,0.0
17,2021-07-23,0.0
18,2021-07-24,0.4
19,2021-07-25,5.300000000000001
20,2021-07-26,0.0
21,2021-07-27,5.5
22,2021-07-28,8.100000000000001
23,2021-07-29,0.0
24,2021-07-30,5.3
25,2021-07-31,16.200000000000003
26,2021-08-01,0.1
27,2021-08-02,0.1
28,2021-08-03,0.2
29,2021-08-04,0.0
30,2021-08-05,2.6999999999999997
31,2021-08-06,3.8
32,2021-08-07,9.0
33,2021-08-08,7.0
34,2021-08-09,16.0
35,2021-08-10,0.0
36,2021-08-11,0.0
0,2021-08-12,0.2
1,2021-08-13,0.0
2,2021-08-14,0.2
3,2021-08-15,0.1
4,2021-08-16,0.2
5,2021-08-17,0.0
6,2021-08-18,0.1
7,2021-08-19,1.0
8,2021-08-20,0.0
9,2021-08-21,0.5
10,2021-08-22,6.3
11,2021-08-23,0.0
12,2021-08-24,0.0
13,2021-08-25,0.0
0,2021-08-26,0.0
1,2021-08-27,0.0
2,2021-08-28,0.0
3,2021-08-29,0.0
4,2021-08-30,0.0
5,2021-08-31,0.0
6,2021-09-01,0.0
7,2021-09-02,0.0
8,2021-09-03,0.0
9,2021-09-04,0.0
10,2021-09-05,0.0
11,2021-09-06,0.0
12,2021-09-07,0.0
13,2021-09-08,1.5000000000000002
14,2021-09-09,0.0
15,2021-09-10,2.3000000000000003
16,2021-09-11,0.0
17,2021-09-12,0.0
18,2021-09-13,0.0
19,2021-09-14,11.899999999999999
20,2021-09-15,0.0
0,2021-09-16,0.0
1,2021-09-17,0.0
2,2021-09-18,0.0
3,2021-09-19,1.3
4,2021-09-20,0.0
5,2021-09-21,0.0
6,2021-09-22,0.1
7,2021-09-23,0.1
8,2021-09-24,0.0
9,2021-09-25,0.0
10,2021-09-26,0.0
11,2021-09-27,5.8
12,2021-09-28,21.799999999999997
13,2021-09-29,0.1
14,2021-09-30,1.1
15,2021-10-01,2.0999999999999996
16,2021-10-02,15.299999999999999
17,2021-10-03,0.5
18,2021-10-04,6.1
19,2021-10-05,14.899999999999999
20,2021-10-06,0.0
21,2021-10-07,0.0
22,2021-10-08,0.30000000000000004
23,2021-10-09,0.0
24,2021-10-10,0.0
25,2021-10-11,0.0
26,2021-10-12,0.1
27,2021-10-13,0.0
28,2021-10-14,0.0
29,2021-10-15,0.0
30,2021-10-16,1.1
31,2021-10-17,0.2
32,2021-10-18,1.3000000000000003
33,2021-10-19,9.5
34,2021-10-20,27.5
35,2021-10-21,1.5
36,2021-10-22,0.0
37,2021-10-23,0.0
38,2021-10-24,1.0
39,2021-10-25,0.1
40,2021-10-26,0.2
41,2021-10-27,0.0
42,2021-10-28,0.0
43,2021-10-29,3.2
44,2021-10-30,2.3
45,2021-10-31,13.5
46,2021-11-01,0.2
47,2021-11-02,0.0
48,2021-11-03,0.30000000000000004
49,2021-11-04,0.0
50,2021-11-05,0.0
51,2021-11-06,0.0
52,2021-11-07,0.0
53,2021-11-08,0.0
54,2021-11-09,0.0
55,2021-11-10,0.1
56,2021-11-11,0.0
57,2021-11-12,1.3
58,2021-11-13,0.0
59,2021-11-14,0.0
60,2021-11-15,0.0
61,2021-11-16,0.1
62,2021-11-17,0.0
63,2021-11-18,0.0
64,2021-11-19,0.0
65,2021-11-20,0.0
66,2021-11-21,0.0
67,2021-11-22,0.0
68,2021-11-23,0.1
69,2021-11-24,0.0
70,2021-11-25,0.0
71,2021-11-26,1.3
72,2021-11-27,8.4
73,2021-11-28,0.1
74,2021-11-29,0.2
75,2021-11-30,0.30000000000000004
76,2021-12-01,1.3
77,2021-12-02,0.2
78,2021-12-03,1.0
79,2021-12-04,3.4
80,2021-12-05,2.0
81,2021-12-06,1.6
82,2021-12-07,8.6
83,2021-12-08,0.0
84,2021-12-09,4.5
85,2021-12-10,2.6
86,2021-12-11,1.4000000000000001
87,2021-12-12,0.8999999999999999
0,2021-12-13,0.0
1,2021-12-14,0.0
2,2021-12-15,0.0
3,2021-12-16,0.0
4,2021-12-17,0.0
5,2021-12-18,0.0
6,2021-12-19,0.2
7,2021-12-20,0.0
8,2021-12-21,0.0
9,2021-12-22,0.0
10,2021-12-23,0.0
11,2021-12-24,14.6
12,2021-12-25,2.3
13,2021-12-26,18.6
14,2021-12-27,5.800000000000001
15,2021-12-28,0.8
16,2021-12-29,2.4
17,2021-12-30,0.0
18,2021-12-31,3.4000000000000004
19,2022-01-01,0.0
20,2022-01-02,2.1
21,2022-01-03,0.0
22,2022-01-04,4.8
23,2022-01-05,0.0
24,2022-01-06,1.0
25,2022-01-07,0.7999999999999999
26,2022-01-08,4.8
27,2022-01-09,0.0
28,2022-01-10,0.30000000000000004
29,2022-01-11,3.0
30,2022-01-12,0.1
31,2022-01-13,0.0
32,2022-01-14,0.0
33,2022-01-15,0.1
34,2022-01-16,0.1
35,2022-01-17,0.0
36,2022-01-18,0.0
37,2022-01-19,0.0
38,2022-01-20,0.1
39,2022-01-21,0.0
40,2022-01-22,0.0
41,2022-01-23,0.0
42,2022-01-24,0.0
43,2022-01-25,0.0
44,2022-01-26,0.0
45,2022-01-27,0.0
46,2022-01-28,0.1
47,2022-01-29,0.0
48,2022-01-30,0.30000000000000004
49,2022-01-31,0.4
50,2022-02-01,0.0
51,2022-02-02,0.0
52,2022-02-03,0.0
53,2022-02-04,5.1
0,2022-02-05,0.0
1,2022-02-06,2.1000000000000005
2,2022-02-07,0.0
3,2022-02-08,0.0
4,2022-02-09,1.3
5,2022-02-10,0.0
6,2022-02-11,0.0
7,2022-02-12,0.0
8,2022-02-13,11.399999999999999
9,2022-02-14,5.0
10,2022-02-15,5.1
11,2022-02-16,1.7999999999999998
12,2022-02-17,0.0
13,2022-02-18,1.5999999999999999
14,2022-02-19,4.9
15,2022-02-20,3.1
16,2022-02-21,0.3
17,2022-02-22,0.0
18,2022-02-23,0.0
19,2022-02-24,5.7
0,2022-02-25,0.0
1,2022-02-26,0.0
2,2022-02-27,0.0
3,2022-02-28,2.7
4,2022-03-01,13.799999999999999
5,2022-03-02,8.3
6,2022-03-03,0.1
7,2022-03-04,1.1
8,2022-03-05,0.5
9,2022-03-06,0.0
10,2022-03-07,0.0
11,2022-03-08,0.0
12,2022-03-09,0.0
13,2022-03-10,0.0
14,2022-03-11,5.3999999999999995
15,2022-03-12,1.7
0,2022-03-13,1.4
1,2022-03-14,0.0
0,2022-03-15,0.0
1,2022-03-16,11.3
2,2022-03-17,0.0
3,2022-03-18,0.0
4,2022-03-19,0.0
5,2022-03-20,0.0
6,2022-03-21,0.0
0,2022-03-22,0.0
1,2022-03-23,0.0
2,2022-03-24,0.0
3,2022-03-25,0.0
4,2022-03-26,0.0
5,2022-03-27,0.0
6,2022-03-28,0.0
7,2022-03-29,0.0
8,2022-03-30,0.1
9,2022-03-31,0.30000000000000004
10,2022-04-01,0.30000000000000004
11,2022-04-02,0.0
12,2022-04-03,0.0
13,2022-04-04,4.4
0,2022-04-05,0.0
1,2022-04-06,5.5
2,2022-04-07,4.2
3,2022-04-08,0.0
4,2022-04-09,0.0
5,2022-04-10,0.0
6,2022-04-11,0.0
7,2022-04-12,0.6
8,2022-04-13,0.0
9,2022-04-14,0.0
10,2022-04-15,0.0
11,2022-04-16,0.0
12,2022-04-17,0.0
13,2022-04-18,0.0
14,2022-04-19,0.0
15,2022-04-20,0.0
16,2022-04-21,0.0
17,2022-04-22,0.0
18,2022-04-23,0.0
19,2022-04-24,0.0
20,2022-04-25,0.30000000000000004
21,2022-04-26,0.0
22,2022-04-27,0.0
23,2022-04-28,0.0
24,2022-04-29,0.0
25,2022-04-30,0.0
26,2022-05-01,0.0
27,2022-05-02,0.0
28,2022-05-03,0.0
29,2022-05-04,2.1
30,2022-05-05,0.0
31,2022-05-06,0.6000000000000001
32,2022-05-07,0.1
33,2022-05-08,0.0
34,2022-05-09,0.0
35,2022-05-10,0.30000000000000004
36,2022-05-11,3.5
37,2022-05-12,0.0
38,2022-05-13,0.0
39,2022-05-14,0.0
40,2022-05-15,4.800000000000001
41,2022-05-16,1.0
42,2022-05-17,1.3
43,2022-05-18,1.0
44,2022-05-19,0.0
45,2022-05-20,1.9
46,2022-05-21,0.0
47,2022-05-22,0.0
48,2022-05-23,5.8
49,2022-05-24,1.7000000000000002
50,2022-05-25,0.9
51,2022-05-26,0.0
52,2022-05-27,0.0
53,2022-05-28,0.0
54,2022-05-29,0.0
55,2022-05-30,6.9
56,2022-05-31,4.8
57,2022-06-01,3.0
0,2022-06-02,0.0
1,2022-06-03,0.2
2,2022-06-04,2.2
3,2022-06-05,14.4
4,2022-06-06,2.3
5,2022-06-07,0.0
6,2022-06-08,0.5
7,2022-06-09,0.1
8,2022-06-10,0.0
9,2022-06-11,0.0
10,2022-06-12,0.0
11,2022-06-13,0.0
12,2022-06-14,0.0
13,2022-06-15,0.0
14,2022-06-16,0.0
15,2022-06-17,0.0
16,2022-06-18,1.9
17,2022-06-19,0.2
18,2022-06-20,0.0
19,2022-06-21,0.0
20,2022-06-22,0.0
21,2022-06-23,0.1
22,2022-06-24,1.0
23,2022-06-25,2.4
24,2022-06-26,0.0
25,2022-06-27,1.1
26,2022-06-28,0.0
27,2022-06-29,0.9999999999999999
28,2022-06-30,2.4
29,2022-07-01,3.7
30,2022-07-02,0.3
31,2022-07-03,0.4
32,2022-07-04,0.0
33,2022-07-05,0.0
34,2022-07-06,0.0
35,2022-07-07,0.0
36,2022-07-08,0.0
37,2022-07-09,0.0
38,2022-07-10,0.0
39,2022-07-11,0.0
40,2022-07-12,0.0
41,2022-07-13,0.0
42,2022-07-14,0.0
43,2022-07-15,0.0
44,2022-07-16,0.0
45,2022-07-17,0.0
46,2022-07-18,0.0
47,2022-07-19,0.7
48,2022-07-20,0.8999999999999999
49,2022-07-21,0.2
50,2022-07-22,0.1
51,2022-07-23,0.0
52,2022-07-24,0.0
53,2022-07-25,0.0
54,2022-07-26,0.0
55,2022-07-27,0.0
56,2022-07-28,0.0
57,2022-07-29,0.0
58,2022-07-30,0.0
59,2022-07-31,0.0
60,2022-08-01,0.0
61,2022-08-02,0.0
62,2022-08-03,0.0
63,2022-08-04,0.0
64,2022-08-05,0.0
65,2022-08-06,0.0
66,2022-08-07,0.0
67,2022-08-08,0.0
68,2022-08-09,0.0
0,2022-08-10,0.0
1,2022-08-11,0.0
2,2022-08-12,0.0
3,2022-08-13,0.0
4,2022-08-14,0.0
5,2022-08-15,0.0
6,2022-08-16,0.30000000000000004
7,2022-08-17,4.9
8,2022-08-18,0.0
9,2022-08-19,0.0
10,2022-08-20,0.0
11,2022-08-21,0.0
12,2022-08-22,0.0
13,2022-08-23,0.30000000000000004
14,2022-08-24,0.0
15,2022-08-25,10.100000000000001
16,2022-08-26,0.0
17,2022-08-27,0.0
18,2022-08-28,0.0
19,2022-08-29,0.0
20,2022-08-30,0.0
21,2022-08-31,0.0
22,2022-09-01,0.30000000000000004
23,2022-09-02,0.2
24,2022-09-03,1.3
25,2022-09-04,0.0
26,2022-09-05,5.999999999999999
27,2022-09-06,7.5
28,2022-09-07,4.4
29,2022-09-08,8.0
30,2022-09-09,1.7999999999999998
31,2022-09-10,0.1
32,2022-09-11,0.0
33,2022-09-12,0.0
34,2022-09-13,5.800000000000001
35,2022-09-14,0.5
0,2022-09-15,0.0
1,2022-09-19,0.1
2,2022-09-20,0.0
3,2022-09-21,0.0
4,2022-09-22,0.0
5,2022-09-23,1.4
6,2022-09-24,0.0
7,2022-09-25,0.0
8,2022-09-26,2.1
9,2022-09-27,1.4000000000000001
10,2022-09-28,0.0
0,2022-09-29,0.0
